Wavenumbers (cm-1),Glomalin,HA,BSA,,,Wavenumbers (cm-1),GOE,GOE+Glomalin,GOE+HA,GOE+BSA,,,Wavenumbers (cm-1),MnO2,MnO2+Glomalin,MnO2+HA,MnO2+BSA,,,Wavenumbers (cm-1),MMT,MMT+Glomalin,MMT+HA,MMT+BSA
1255.61467,0.00032,-0.00019,-0.00004,,,1255.61467,0.00117,0.02722,0.00768,0.00487,,,1255.61467,0.08628,0.01137,0.00177,0.01738,,,1255.61467,0.00285,0.00197,0.00212,0.00098
1253.68593,0.00036,-0.00011,-0.00002,,,1253.68593,0.00117,0.0275,0.0078,0.00494,,,1253.68593,0.08639,0.01146,0.00175,0.01738,,,1253.68593,0.00378,0.00202,0.00257,0.00133
1251.75718,0.00041,-0.00008,-0.00001,,,1251.75718,0.00115,0.02783,0.00789,0.00505,,,1251.75718,0.08647,0.01146,0.00177,0.01743,,,1251.75718,0.00478,0.00207,0.00306,0.00172
1249.82843,0.00042,-0.00012,-0.00001,,,1249.82843,0.00114,0.02823,0.00797,0.00515,,,1249.82843,0.08663,0.0114,0.0018,0.01749,,,1249.82843,0.00583,0.00213,0.00364,0.00213
1247.89968,0.00038,-0.00016,-0.00003,,,1247.89968,0.00115,0.02873,0.00804,0.00517,,,1247.89968,0.08686,0.01138,0.00181,0.01753,,,1247.89968,0.00689,0.00218,0.00428,0.00257
1245.97094,0.00034,-0.00015,-0.00005,,,1245.97094,0.0012,0.02922,0.00808,0.00515,,,1245.97094,0.08704,0.01142,0.00179,0.01752,,,1245.97094,0.00799,0.00223,0.00491,0.00306
1244.04219,0.00035,-0.00014,-0.00008,,,1244.04219,0.00127,0.02944,0.00811,0.00516,,,1244.04219,0.08709,0.01149,0.00177,0.01749,,,1244.04219,0.00918,0.00229,0.00556,0.0036
1242.11344,0.00039,-0.00015,-0.00009,,,1242.11344,0.00134,0.02942,0.00816,0.00523,,,1242.11344,0.08711,0.0115,0.00177,0.0175,,,1242.11344,0.01041,0.00237,0.00622,0.00412
1240.18469,0.00038,-0.00017,-0.00007,,,1240.18469,0.00135,0.02937,0.00823,0.00525,,,1240.18469,0.0872,0.01144,0.00175,0.01754,,,1240.18469,0.01158,0.00242,0.00681,0.00458
1238.25595,0.00035,-0.00019,-0.00007,,,1238.25595,0.00132,0.02922,0.00827,0.00518,,,1238.25595,0.08734,0.01135,0.00169,0.01757,,,1238.25595,0.0127,0.00243,0.00736,0.00503
1236.3272,0.00035,-0.0002,-0.00011,,,1236.3272,0.00128,0.02873,0.00833,0.00509,,,1236.3272,0.08743,0.01129,0.00167,0.01756,,,1236.3272,0.01381,0.0024,0.00797,0.00546
1234.39845,0.00035,-0.00017,-0.00011,,,1234.39845,0.00125,0.02797,0.00841,0.00506,,,1234.39845,0.08745,0.01126,0.00173,0.01755,,,1234.39845,0.01493,0.00237,0.00861,0.00589
1232.4697,0.0003,-0.00013,-0.00006,,,1232.4697,0.00126,0.0271,0.0085,0.00507,,,1232.4697,0.08749,0.01124,0.00179,0.01757,,,1232.4697,0.01601,0.00234,0.00919,0.00637
1230.54096,0.00025,-0.00016,-0.00002,,,1230.54096,0.00131,0.02621,0.0086,0.00509,,,1230.54096,0.08754,0.01124,0.00183,0.01766,,,1230.54096,0.01701,0.00227,0.00974,0.00687
1228.61221,0.00023,-0.00025,-0.00004,,,1228.61221,0.00138,0.02534,0.00869,0.00511,,,1228.61221,0.08763,0.01119,0.00182,0.01775,,,1228.61221,0.018,0.0022,0.01027,0.00732
1226.68346,0.00022,-0.00033,-0.00008,,,1226.68346,0.00139,0.02452,0.0088,0.00513,,,1226.68346,0.08777,0.01107,0.00178,0.01776,,,1226.68346,0.01902,0.00218,0.01074,0.0077
1224.75471,0.00023,-0.00032,-0.00008,,,1224.75471,0.00132,0.0237,0.00899,0.00521,,,1224.75471,0.08795,0.0109,0.00178,0.01781,,,1224.75471,0.02001,0.00217,0.01115,0.00802
1222.82597,0.00023,-0.00023,-0.00003,,,1222.82597,0.00124,0.02287,0.00926,0.00531,,,1222.82597,0.08813,0.01078,0.00185,0.01797,,,1222.82597,0.02095,0.00214,0.01156,0.00832
1220.89722,0.00022,-0.00013,0.00003,,,1220.89722,0.00121,0.02205,0.0095,0.00536,,,1220.89722,0.0883,0.0107,0.00192,0.01814,,,1220.89722,0.02186,0.00208,0.01201,0.00865
1218.96847,0.00016,-0.00008,0.00002,,,1218.96847,0.00119,0.02126,0.00969,0.00536,,,1218.96847,0.08847,0.01062,0.00194,0.01823,,,1218.96847,0.02284,0.00205,0.01248,0.00903
1217.03972,0.00008,-0.00008,-0.00006,,,1217.03972,0.0012,0.02049,0.00985,0.00535,,,1217.03972,0.08869,0.0105,0.0019,0.01828,,,1217.03972,0.02385,0.00202,0.0129,0.00941
1215.11097,0.00002,-0.0001,-0.00012,,,1215.11097,0.00123,0.01973,0.00998,0.00537,,,1215.11097,0.08891,0.01035,0.00184,0.01833,,,1215.11097,0.0248,0.00192,0.01325,0.00975
1213.18223,-0.00001,-0.00009,-0.00013,,,1213.18223,0.00125,0.01901,0.01017,0.00545,,,1213.18223,0.08911,0.01023,0.00185,0.01842,,,1213.18223,0.02571,0.00178,0.01352,0.01002
1211.25348,-0.00004,-0.00006,-0.00009,,,1211.25348,0.00127,0.01836,0.01042,0.00558,,,1211.25348,0.08931,0.01015,0.00193,0.01852,,,1211.25348,0.02668,0.00173,0.01382,0.01028
1209.32473,-0.00008,-0.00006,-0.00005,,,1209.32473,0.00126,0.01779,0.01066,0.00573,,,1209.32473,0.08948,0.01005,0.00201,0.01866,,,1209.32473,0.02765,0.00174,0.01423,0.01061
1207.39598,-0.00011,-0.00009,-0.00003,,,1207.39598,0.00125,0.01729,0.01086,0.00584,,,1207.39598,0.08959,0.01,0.00206,0.01881,,,1207.39598,0.02853,0.00169,0.01472,0.01099
1205.46724,-0.00015,-0.00006,-0.00003,,,1205.46724,0.00125,0.01685,0.01106,0.0059,,,1205.46724,0.08964,0.01,0.0021,0.01895,,,1205.46724,0.02937,0.00162,0.01519,0.01131
1203.53849,-0.00016,0.00001,-0.00001,,,1203.53849,0.00127,0.01649,0.01127,0.00597,,,1203.53849,0.0896,0.00999,0.00212,0.01907,,,1203.53849,0.03026,0.00161,0.01557,0.01157
1201.60974,-0.00012,0.00002,0,,,1201.60974,0.00125,0.0162,0.01146,0.00605,,,1201.60974,0.0895,0.00996,0.0021,0.01914,,,1201.60974,0.03119,0.00161,0.01593,0.01188
1199.68099,-0.00008,-0.00006,-0.00005,,,1199.68099,0.00121,0.01599,0.01158,0.00607,,,1199.68099,0.08942,0.00991,0.00206,0.01916,,,1199.68099,0.03212,0.00162,0.01631,0.01226
1197.75225,-0.00009,-0.00014,-0.00011,,,1197.75225,0.00121,0.01582,0.01171,0.00609,,,1197.75225,0.08932,0.00984,0.00203,0.01918,,,1197.75225,0.03306,0.00164,0.01665,0.01261
1195.8235,-0.00011,-0.00015,-0.00013,,,1195.8235,0.00126,0.01565,0.01188,0.00615,,,1195.8235,0.08914,0.00976,0.00202,0.01925,,,1195.8235,0.03402,0.00168,0.017,0.01292
1193.89475,-0.00015,-0.00018,-0.00014,,,1193.89475,0.00125,0.01553,0.01203,0.0062,,,1193.89475,0.08895,0.00969,0.002,0.01935,,,1193.89475,0.03495,0.00169,0.01746,0.01323
1191.966,-0.00019,-0.00026,-0.00016,,,1191.966,0.00116,0.01549,0.01214,0.00625,,,1191.966,0.08882,0.00967,0.00195,0.01943,,,1191.966,0.03585,0.00165,0.01795,0.01356
1190.03726,-0.00021,-0.00031,-0.00019,,,1190.03726,0.00109,0.01552,0.01226,0.00633,,,1190.03726,0.08871,0.00967,0.0019,0.01948,,,1190.03726,0.03676,0.00164,0.01838,0.01384
1188.10851,-0.00022,-0.00033,-0.00023,,,1188.10851,0.00109,0.01557,0.01238,0.00641,,,1188.10851,0.08859,0.00963,0.00187,0.01951,,,1188.10851,0.03771,0.0017,0.01875,0.01412
1186.17976,-0.00024,-0.00033,-0.00028,,,1186.17976,0.00115,0.0156,0.01251,0.00652,,,1186.17976,0.0885,0.00959,0.00187,0.01954,,,1186.17976,0.03864,0.00174,0.01915,0.0145
1184.25101,-0.00027,-0.00027,-0.00025,,,1184.25101,0.00124,0.01567,0.01271,0.00669,,,1184.25101,0.08846,0.00962,0.00195,0.01964,,,1184.25101,0.0395,0.00169,0.01958,0.01494
1182.32227,-0.0003,-0.00019,-0.00014,,,1182.32227,0.00128,0.01587,0.01297,0.00683,,,1182.32227,0.08842,0.00971,0.00204,0.01979,,,1182.32227,0.04035,0.00167,0.01995,0.01529
1180.39352,-0.0003,-0.00015,-0.0001,,,1180.39352,0.00124,0.01626,0.01323,0.00687,,,1180.39352,0.08838,0.00978,0.00207,0.01988,,,1180.39352,0.0412,0.0017,0.02033,0.01552
1178.46477,-0.0003,-0.00015,-0.00016,,,1178.46477,0.00116,0.01686,0.01346,0.00692,,,1178.46477,0.08842,0.00984,0.00207,0.01991,,,1178.46477,0.04202,0.00176,0.02079,0.01577
1176.53602,-0.00028,-0.00016,-0.0002,,,1176.53602,0.00113,0.0176,0.0137,0.00712,,,1176.53602,0.0885,0.00994,0.00212,0.01996,,,1176.53602,0.04287,0.00189,0.02132,0.0161
1174.60728,-0.00023,-0.0001,-0.00016,,,1174.60728,0.00114,0.01834,0.01397,0.0074,,,1174.60728,0.0886,0.01003,0.00221,0.02004,,,1174.60728,0.04375,0.00205,0.02189,0.01651
1172.67853,-0.00021,-0.00003,-0.00012,,,1172.67853,0.00116,0.01893,0.01423,0.00759,,,1172.67853,0.08881,0.01007,0.00227,0.02015,,,1172.67853,0.04458,0.00216,0.0224,0.01692
1170.74978,-0.00023,-0.00004,-0.00013,,,1170.74978,0.0012,0.0193,0.01446,0.00766,,,1170.74978,0.08913,0.01006,0.00227,0.02024,,,1170.74978,0.0454,0.00218,0.02284,0.01724
1168.82103,-0.00025,-0.00008,-0.00013,,,1168.82103,0.00126,0.01946,0.01473,0.00771,,,1168.82103,0.08944,0.01002,0.00225,0.02029,,,1168.82103,0.04627,0.00218,0.02326,0.01753
1166.89229,-0.00026,-0.00011,-0.00017,,,1166.89229,0.00133,0.01951,0.01503,0.00775,,,1166.89229,0.08973,0.00997,0.00224,0.02028,,,1166.89229,0.04721,0.00224,0.02377,0.01787
1164.96354,-0.00025,-0.00013,-0.00024,,,1164.96354,0.00142,0.01953,0.01529,0.00775,,,1164.96354,0.09001,0.00991,0.00222,0.02027,,,1164.96354,0.04816,0.00236,0.02431,0.01822
1163.03479,-0.00024,-0.00013,-0.00026,,,1163.03479,0.00149,0.01951,0.01555,0.00778,,,1163.03479,0.09027,0.00988,0.00218,0.02029,,,1163.03479,0.04898,0.0024,0.02466,0.01849
1161.10604,-0.00022,-0.0001,-0.00025,,,1161.10604,0.00149,0.0194,0.01583,0.00789,,,1161.10604,0.09047,0.00996,0.00215,0.0203,,,1161.10604,0.04953,0.00229,0.0249,0.01873
1159.1773,-0.00022,-0.00006,-0.00025,,,1159.1773,0.00146,0.01917,0.01607,0.00803,,,1159.1773,0.09063,0.01006,0.00214,0.02031,,,1159.1773,0.04998,0.00218,0.02527,0.019
1157.24855,-0.00022,0,-0.00024,,,1157.24855,0.00143,0.01886,0.01629,0.00815,,,1157.24855,0.09083,0.01008,0.00219,0.02041,,,1157.24855,0.05061,0.00222,0.0257,0.01928
1155.3198,-0.00025,0.00002,-0.00017,,,1155.3198,0.00146,0.01846,0.01652,0.00823,,,1155.3198,0.09109,0.01002,0.00227,0.02053,,,1155.3198,0.05147,0.00235,0.02608,0.01957
1153.39105,-0.00028,-0.00004,-0.00013,,,1153.39105,0.0015,0.01798,0.01672,0.00825,,,1153.39105,0.09132,0.00995,0.0023,0.02056,,,1153.39105,0.05245,0.0024,0.02649,0.01998
1151.4623,-0.00028,-0.00015,-0.00017,,,1151.4623,0.00147,0.01745,0.01689,0.00821,,,1151.4623,0.09139,0.00991,0.00228,0.02056,,,1151.4623,0.05346,0.00232,0.02699,0.0205
1149.53356,-0.00028,-0.00022,-0.00028,,,1149.53356,0.00137,0.01688,0.01701,0.00815,,,1149.53356,0.09132,0.0099,0.00227,0.02057,,,1149.53356,0.05448,0.0022,0.02753,0.02097
1147.60481,-0.00027,-0.00019,-0.00033,,,1147.60481,0.00133,0.01631,0.01712,0.00814,,,1147.60481,0.09113,0.00987,0.00231,0.02061,,,1147.60481,0.05554,0.0021,0.02812,0.02143
1145.67606,-0.00024,-0.00011,-0.00029,,,1145.67606,0.00141,0.01581,0.01724,0.00821,,,1145.67606,0.09087,0.00983,0.0023,0.02069,,,1145.67606,0.05674,0.00206,0.02881,0.02193
1143.74731,-0.00022,-0.00008,-0.00022,,,1143.74731,0.00149,0.01545,0.01737,0.00829,,,1143.74731,0.09063,0.00979,0.00226,0.0208,,,1143.74731,0.05813,0.00214,0.02958,0.02242
1141.81857,-0.00022,-0.00008,-0.00019,,,1141.81857,0.00151,0.01525,0.01754,0.00836,,,1141.81857,0.09041,0.00973,0.00231,0.02095,,,1141.81857,0.05963,0.00228,0.03047,0.023
1139.88982,-0.00025,-0.00005,-0.00021,,,1139.88982,0.00151,0.01518,0.01771,0.00846,,,1139.88982,0.09015,0.00968,0.00242,0.02107,,,1139.88982,0.06116,0.00238,0.03138,0.02367
1137.96107,-0.00026,0.00001,-0.00022,,,1137.96107,0.00149,0.01519,0.01787,0.00855,,,1137.96107,0.08987,0.00966,0.00247,0.02113,,,1137.96107,0.06277,0.00239,0.03219,0.0243
1136.03232,-0.00022,0.00004,-0.00017,,,1136.03232,0.0015,0.01521,0.01806,0.0086,,,1136.03232,0.08968,0.00968,0.00247,0.02115,,,1136.03232,0.06446,0.00236,0.03319,0.02507
1134.10358,-0.00016,0.00004,-0.0001,,,1134.10358,0.00162,0.01527,0.01828,0.00867,,,1134.10358,0.08959,0.00974,0.00244,0.02117,,,1134.10358,0.06632,0.0024,0.03453,0.02609
1132.17483,-0.00016,0.00002,-0.00009,,,1132.17483,0.00175,0.01539,0.01848,0.0088,,,1132.17483,0.08956,0.00983,0.00242,0.02124,,,1132.17483,0.06845,0.00255,0.03591,0.02707
1130.24608,-0.00022,0.00001,-0.00015,,,1130.24608,0.00181,0.01554,0.0187,0.00895,,,1130.24608,0.08958,0.00985,0.00244,0.02138,,,1130.24608,0.07087,0.00272,0.03716,0.02788
1128.31733,-0.00029,0.00004,-0.00019,,,1128.31733,0.0018,0.01568,0.01892,0.00911,,,1128.31733,0.08971,0.00985,0.00252,0.02156,,,1128.31733,0.07352,0.00283,0.03848,0.02886
1126.38859,-0.00032,0.00008,-0.00012,,,1126.38859,0.00174,0.01576,0.01915,0.0093,,,1126.38859,0.08987,0.00986,0.00259,0.02173,,,1126.38859,0.07637,0.00285,0.04008,0.03015
1124.45984,-0.00028,0.00011,-0.00003,,,1124.45984,0.00166,0.01576,0.01935,0.00943,,,1124.45984,0.08998,0.00986,0.0026,0.02185,,,1124.45984,0.07945,0.00281,0.04191,0.03157
1122.53109,-0.00022,0.00009,0.00001,,,1122.53109,0.00165,0.01565,0.01949,0.00951,,,1122.53109,0.09011,0.00989,0.00258,0.0219,,,1122.53109,0.08279,0.00284,0.04386,0.033
1120.60234,-0.00014,0.00001,-0.00005,,,1120.60234,0.00175,0.01548,0.01958,0.00959,,,1120.60234,0.09035,0.00995,0.00255,0.02191,,,1120.60234,0.08625,0.00296,0.04581,0.03437
1118.6736,-0.00006,-0.00009,-0.00011,,,1118.6736,0.00191,0.01532,0.0197,0.0097,,,1118.6736,0.09068,0.01,0.00254,0.02195,,,1118.6736,0.08957,0.00308,0.04772,0.03565
1116.74485,-0.00003,-0.00011,-0.0001,,,1116.74485,0.002,0.01514,0.01987,0.0098,,,1116.74485,0.09102,0.01008,0.00257,0.02211,,,1116.74485,0.09258,0.00319,0.04948,0.03683
1114.8161,-0.00003,-0.00004,-0.00009,,,1114.8161,0.002,0.01494,0.02006,0.00988,,,1114.8161,0.09125,0.01022,0.00257,0.02234,,,1114.8161,0.09526,0.0033,0.05086,0.03781
1112.88735,0.00001,0.00001,-0.00017,,,1112.88735,0.00194,0.01478,0.02023,0.00995,,,1112.88735,0.09138,0.01035,0.00255,0.02252,,,1112.88735,0.09755,0.0034,0.05198,0.03862
1110.95861,0.0001,0.00002,-0.00024,,,1110.95861,0.00192,0.01468,0.02036,0.01004,,,1110.95861,0.09151,0.01043,0.00257,0.02269,,,1110.95861,0.09951,0.00346,0.05311,0.03936
1109.02986,0.00019,0.00002,-0.0002,,,1109.02986,0.00199,0.01458,0.02049,0.01006,,,1109.02986,0.09165,0.01046,0.00259,0.02291,,,1109.02986,0.10135,0.00349,0.05416,0.04
1107.10111,0.00024,0.00004,-0.0001,,,1107.10111,0.00208,0.01444,0.0207,0.01006,,,1107.10111,0.09177,0.01049,0.0026,0.02314,,,1107.10111,0.10329,0.00363,0.05502,0.04058
1105.17236,0.00027,0.00009,0,,,1105.17236,0.00213,0.01426,0.02097,0.01013,,,1105.17236,0.09188,0.01052,0.00264,0.02331,,,1105.17236,0.10523,0.00383,0.05588,0.04118
1103.24362,0.00032,0.00011,0.00005,,,1103.24362,0.00213,0.01407,0.02122,0.01031,,,1103.24362,0.09193,0.0106,0.00271,0.02344,,,1103.24362,0.10709,0.00389,0.05691,0.04184
1101.31487,0.00036,0.00008,0.0001,,,1101.31487,0.00212,0.01393,0.02143,0.01051,,,1101.31487,0.09192,0.01071,0.0028,0.02357,,,1101.31487,0.10896,0.00382,0.05803,0.04253
1099.38612,0.00039,0.00008,0.00013,,,1099.38612,0.0021,0.01384,0.02168,0.01066,,,1099.38612,0.09189,0.01074,0.00291,0.02373,,,1099.38612,0.111,0.00377,0.05907,0.04321
1097.45737,0.00044,0.00014,0.00014,,,1097.45737,0.0021,0.01379,0.02195,0.01078,,,1097.45737,0.09186,0.01067,0.00297,0.02389,,,1097.45737,0.1132,0.00374,0.06009,0.04386
1095.52862,0.00049,0.00019,0.00009,,,1095.52862,0.00216,0.01375,0.02222,0.01085,,,1095.52862,0.09187,0.0106,0.00289,0.02394,,,1095.52862,0.11544,0.00373,0.06138,0.04464
1093.59988,0.00052,0.00022,-0.00007,,,1093.59988,0.00229,0.0136,0.02247,0.0109,,,1093.59988,0.09184,0.01065,0.00277,0.02392,,,1093.59988,0.11777,0.00379,0.06295,0.04569
1091.67113,0.00056,0.0003,-0.00015,,,1091.67113,0.00242,0.0132,0.02272,0.01104,,,1091.67113,0.09171,0.0108,0.00281,0.024,,,1091.67113,0.12012,0.00393,0.06452,0.04675
1089.74238,0.00068,0.00043,-0.00005,,,1089.74238,0.00248,0.0127,0.02299,0.01134,,,1089.74238,0.09148,0.01098,0.00297,0.02415,,,1089.74238,0.12243,0.00404,0.06605,0.04763
1087.81363,0.00087,0.00049,0.00008,,,1087.81363,0.00241,0.0123,0.02328,0.01166,,,1087.81363,0.09116,0.0111,0.00308,0.02425,,,1087.81363,0.12483,0.00417,0.06761,0.04853
1085.88489,0.001,0.00049,0.00019,,,1085.88489,0.00232,0.01191,0.02356,0.01187,,,1085.88489,0.09081,0.01112,0.0031,0.02431,,,1085.88489,0.12729,0.00432,0.06921,0.04959
1083.95614,0.00109,0.0005,0.00024,,,1083.95614,0.00229,0.01142,0.02385,0.01203,,,1083.95614,0.09051,0.0111,0.00305,0.02436,,,1083.95614,0.1296,0.00436,0.07084,0.05062
1082.02739,0.00126,0.00056,0.00028,,,1082.02739,0.00236,0.01081,0.02421,0.01226,,,1082.02739,0.09029,0.01116,0.00307,0.02441,,,1082.02739,0.13183,0.00435,0.07243,0.0515
1080.09864,0.00149,0.00056,0.00033,,,1080.09864,0.0025,0.01016,0.02456,0.0125,,,1080.09864,0.09004,0.01127,0.00315,0.02443,,,1080.09864,0.13417,0.00447,0.07394,0.05247
1078.1699,0.00168,0.00043,0.00029,,,1078.1699,0.00261,0.00962,0.02475,0.01255,,,1078.1699,0.08978,0.01131,0.00311,0.02429,,,1078.1699,0.13656,0.00469,0.07544,0.05365
1076.24115,0.00171,0.00025,0.00018,,,1076.24115,0.00267,0.00934,0.02486,0.01243,,,1076.24115,0.08965,0.01125,0.00298,0.02408,,,1076.24115,0.13877,0.00486,0.07695,0.05478
1074.3124,0.00163,0.00017,0.00017,,,1074.3124,0.00279,0.00928,0.02509,0.01245,,,1074.3124,0.08956,0.01119,0.00301,0.02399,,,1074.3124,0.14069,0.00491,0.07832,0.05563
1072.38365,0.0016,0.00019,0.00031,,,1072.38365,0.0029,0.00934,0.02539,0.01267,,,1072.38365,0.08938,0.01118,0.00312,0.024,,,1072.38365,0.14243,0.00491,0.0795,0.05629
1070.45491,0.0017,0.00017,0.00042,,,1070.45491,0.00292,0.00924,0.02562,0.01287,,,1070.45491,0.08919,0.01121,0.0031,0.02395,,,1070.45491,0.14433,0.00497,0.08071,0.05703
1068.52616,0.00191,0.00007,0.00042,,,1068.52616,0.00285,0.00863,0.02577,0.01301,,,1068.52616,0.08898,0.01135,0.00303,0.02384,,,1068.52616,0.14659,0.00503,0.08211,0.05789
1066.59741,0.00205,0,0.00037,,,1066.59741,0.00279,0.00798,0.02594,0.01314,,,1066.59741,0.08874,0.01151,0.00305,0.02374,,,1066.59741,0.14916,0.005,0.08371,0.05879
1064.66866,0.00195,-0.00001,0.00034,,,1064.66866,0.0028,0.00807,0.02618,0.0132,,,1064.66866,0.08867,0.01153,0.00311,0.02368,,,1064.66866,0.15193,0.00494,0.08538,0.05984
1062.73992,0.00174,0.00004,0.00032,,,1062.73992,0.0029,0.00861,0.02639,0.01322,,,1062.73992,0.08879,0.01144,0.00311,0.02357,,,1062.73992,0.15517,0.00497,0.08728,0.06124
1060.81117,0.00169,0.00015,0.00032,,,1060.81117,0.00305,0.00866,0.02655,0.01328,,,1060.81117,0.0888,0.01138,0.00303,0.02346,,,1060.81117,0.15926,0.00515,0.08969,0.06293
1058.88242,0.00178,0.00029,0.00039,,,1058.88242,0.00321,0.00813,0.02678,0.0134,,,1058.88242,0.08863,0.0114,0.00296,0.02352,,,1058.88242,0.16423,0.00535,0.09264,0.06487
1056.95367,0.00184,0.0004,0.00039,,,1056.95367,0.00335,0.0077,0.02703,0.01354,,,1056.95367,0.08851,0.01142,0.00296,0.02357,,,1056.95367,0.16979,0.00545,0.09593,0.06712
1055.02493,0.0018,0.00046,0.00034,,,1055.02493,0.00341,0.00762,0.02725,0.01367,,,1055.02493,0.08856,0.01139,0.00301,0.02345,,,1055.02493,0.17568,0.00548,0.09936,0.06949
1053.09618,0.00177,0.00065,0.00041,,,1053.09618,0.00345,0.00754,0.02749,0.01383,,,1053.09618,0.0886,0.01138,0.0031,0.0233,,,1053.09618,0.18172,0.00553,0.10274,0.07174
1051.16743,0.00175,0.00104,0.00053,,,1051.16743,0.00355,0.00733,0.02777,0.01397,,,1051.16743,0.08852,0.01137,0.00317,0.02326,,,1051.16743,0.18757,0.00557,0.10582,0.07364
1049.23868,0.0017,0.00142,0.0005,,,1049.23868,0.00367,0.00714,0.028,0.01401,,,1049.23868,0.08843,0.01133,0.00311,0.02322,,,1049.23868,0.19284,0.00558,0.1084,0.07504
1047.30994,0.00159,0.00159,0.00034,,,1047.30994,0.00377,0.00702,0.02815,0.01396,,,1047.30994,0.0884,0.01125,0.003,0.0231,,,1047.30994,0.19714,0.0056,0.1105,0.07602
1045.38119,0.00145,0.0016,0.00018,,,1045.38119,0.0038,0.00696,0.02826,0.01391,,,1045.38119,0.08835,0.01113,0.00294,0.02289,,,1045.38119,0.20024,0.00561,0.11205,0.07662
1043.45244,0.00134,0.00155,0.00011,,,1043.45244,0.00377,0.00696,0.02837,0.01395,,,1043.45244,0.08823,0.011,0.00288,0.02273,,,1043.45244,0.20222,0.00555,0.11285,0.07672
1041.52369,0.00127,0.00141,0.00015,,,1041.52369,0.00379,0.00703,0.0285,0.01402,,,1041.52369,0.08807,0.01095,0.00279,0.02265,,,1041.52369,0.20324,0.00549,0.11301,0.07642
1039.59495,0.00121,0.00116,0.00022,,,1039.59495,0.00389,0.00711,0.02854,0.01401,,,1039.59495,0.08806,0.01094,0.00274,0.02255,,,1039.59495,0.20348,0.00545,0.11288,0.07595
1037.6662,0.00112,0.00086,0.0002,,,1037.6662,0.00393,0.00734,0.02849,0.01394,,,1037.6662,0.08823,0.01083,0.00275,0.02241,,,1037.6662,0.20312,0.00545,0.11247,0.07531
1035.73745,0.001,0.00067,0.00013,,,1035.73745,0.00384,0.00791,0.02848,0.01391,,,1035.73745,0.0884,0.0106,0.00276,0.02234,,,1035.73745,0.20227,0.00543,0.11157,0.07439
1033.8087,0.00087,0.00058,0.00009,,,1033.8087,0.0038,0.00864,0.02852,0.01392,,,1033.8087,0.0885,0.01042,0.00271,0.02226,,,1033.8087,0.20094,0.00536,0.11031,0.07332
1031.87995,0.00076,0.00046,0.00004,,,1031.87995,0.00379,0.00913,0.02851,0.01389,,,1031.87995,0.08854,0.01035,0.00262,0.02208,,,1031.87995,0.19908,0.00525,0.10906,0.07227
1029.95121,0.0007,0.00027,-0.00006,,,1029.95121,0.00369,0.00913,0.02843,0.01384,,,1029.95121,0.08843,0.01034,0.00256,0.02184,,,1029.95121,0.19667,0.00513,0.10796,0.07123
1028.02246,0.00067,0.0001,-0.00013,,,1028.02246,0.00362,0.00891,0.02832,0.0138,,,1028.02246,0.08815,0.01026,0.00254,0.02163,,,1028.02246,0.19382,0.00502,0.1067,0.07003
1026.09371,0.0006,0.00001,-0.00013,,,1026.09371,0.00369,0.00903,0.02826,0.01371,,,1026.09371,0.08791,0.01006,0.00249,0.02144,,,1026.09371,0.19067,0.00491,0.10493,0.06859
1024.16496,0.00051,0.00005,-0.00004,,,1024.16496,0.00384,0.00942,0.02832,0.01369,,,1024.16496,0.08778,0.00983,0.00243,0.02126,,,1024.16496,0.18728,0.00481,0.10281,0.067
1022.23622,0.00047,0.00012,0.00007,,,1022.23622,0.00394,0.00965,0.02842,0.01376,,,1022.23622,0.08762,0.00968,0.00245,0.02113,,,1022.23622,0.18367,0.00474,0.10074,0.06542
1020.30747,0.00049,0.00014,0.00012,,,1020.30747,0.00401,0.00964,0.02848,0.01384,,,1020.30747,0.08736,0.00965,0.00244,0.02101,,,1020.30747,0.1799,0.00467,0.0987,0.06385
1018.37872,0.00049,0.00017,0.00014,,,1018.37872,0.00415,0.00955,0.02858,0.01393,,,1018.37872,0.08707,0.00966,0.00238,0.02086,,,1018.37872,0.176,0.00457,0.09662,0.06232
1016.44997,0.0004,0.0002,0.00018,,,1016.44997,0.00428,0.00951,0.0287,0.014,,,1016.44997,0.08684,0.00962,0.0024,0.02073,,,1016.44997,0.17197,0.00444,0.09463,0.06084
1014.52123,0.00027,0.00016,0.0002,,,1014.52123,0.00427,0.00954,0.02871,0.01395,,,1014.52123,0.08668,0.00952,0.00249,0.0206,,,1014.52123,0.16771,0.00431,0.09258,0.05924
1012.59248,0.0002,0.00007,0.00021,,,1012.59248,0.00421,0.0096,0.02861,0.01384,,,1012.59248,0.08653,0.00938,0.00251,0.02041,,,1012.59248,0.16312,0.00419,0.09024,0.05735
1010.66373,0.00015,0.00003,0.00019,,,1010.66373,0.00428,0.00965,0.02851,0.0138,,,1010.66373,0.08638,0.0092,0.00243,0.02019,,,1010.66373,0.15812,0.00404,0.0876,0.0553
1008.73498,0.00012,-0.00001,0.00015,,,1008.73498,0.00441,0.00968,0.02845,0.0138,,,1008.73498,0.0862,0.00903,0.00232,0.01996,,,1008.73498,0.15263,0.00384,0.08474,0.05325
1006.80624,0.00008,-0.00005,0.00012,,,1006.80624,0.00452,0.00976,0.02839,0.01373,,,1006.80624,0.08595,0.00896,0.00226,0.01969,,,1006.80624,0.14665,0.0037,0.08176,0.05117
